Name	Positive_rating	Played_time..h.	Time_to_finish..h.	Developer	Release_date
Fable - The Lost Chapters	92.3	NA	15	Lionhead Studios	19-Dec-2011
Faerie Solitaire Remastered	87.3	NA	11	Subsoap	22-Dec-2017
Falcon	73.3	NA	No time registered yet	Spectrum Holobyte	08-Jan-2016
Falcon A.T.	40	NA	No time registered yet	Spectrum Holobyte	08-Jan-2016
Fallen Enchantress	64.4	NA	20	Stardock Entertainment	NA
Fallen Mage (Restocked)	80	NA	No time registered yet	dev4play	NA
Fallout	93.6	NA	16	Interplay Inc.	01-Nov-2015
Fallout 2	94.2	NA	30	Black Isle Studios	19-Aug-2009
Fallout 3	79.5	NA	22	Bethesda Game Studios	28-Oct-2008
Fallout: New Vegas	96.5	NA	27	Obsidian Entertainment	21-Oct-2010
Fallout Tactics	79.1	NA	29	14° East	19-Aug-2009
Family Guy™: Back to the Multiverse	NA	NA	6		NA
Fantasy Blacksmith	49.1	NA	0	Heaven Brotherhood	15-Nov-2019
Far Cry	82.5	NA	13	Crytek Studios	01-Apr-2008
Far Cry 2	77.4	NA	17	Ubisoft Montreal	22-Oct-2008
Far Cry® 3	90	NA	16	Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai	28-Nov-2012
Farm Mania: Hot Vacation	92.9	NA	5	Realore	23-Oct-2015
FAST & FURIOUS CROSSROADS	45.7	NA	5	Slightly Mad Studios	06-Aug-2020
Fault: Elder Orb	59.4	NA	NA	Strange Matter Studios	17-Jul-2020
Fear The Wolves	46.9	NA	No time registered yet	Vostok Games	06-Feb-2019
Fieldrunners	64.2	NA	7	Subatomic Studios LLC	24-May-2012
FIFA 22	80.2	NA	54	EA Canada &amp; EA Romania	30-Sep-2021
Fight'N Rage	92	NA	3	sebagamesdev	19-Sep-2017
Final DOOM	85.3	NA	13	id Software	03-Aug-2007
FINAL FANTASY VII	93	NA	36	Square Enix	04-Jul-2013
FINAL FANTASY VIII	88.7	NA	40	Square Enix	05-Dec-2013
Fire Commander: First Response	NA	NA	NA		14-Jun-2022
Fishing Adventure	85.9	NA	No time registered yet	MasterCode	01-Nov-2019
FIST OF AWESOME	60.5	NA	1	I Fight Bears	03-Jul-2014
Five Keys to Exit	22.9	NA	0	Victor Corradi	15-Feb-2018
Five Nights at Freddy's	92.3	NA	2	Scott Cawthon	19-Aug-2014
Five Nights at Freddy's 2	93.6	NA	3	Scott Cawthon	10-Nov-2014
Five Nights at Freddy's: Sister Location	91.2	NA	3	Scott Cawthon	07-Oct-2016
Flat Heroes	89.5	NA	5	Parallel Circles	08-Sep-2016
FlatOut	92.5	NA	7	Bugbear Entertainment	02-Feb-2007
FlatOut 2	96	NA	12	Bugbear Entertainment	21-Dec-2006
Flatout 3	16.6	NA	5	Team 6 Studios	13-Dec-2011
Flora's Fruit Farm	54.8	NA	4	Honeyslug	01-Oct-2009
Flow:The Sliding	77.2	NA	No time registered yet	Cubamano	16-Jul-2017
Fluffy Horde	60.9	NA	10	Turtle Juice	07-Nov-2018
Football Club Simulator - FCS #21	65.6	NA	NA	Dinamic Games	04-Mar-2016
Football Manager 2009	NA	NA	130		NA
Football Manager 2010	NA	NA	321	Sports Interactive	NA
Football Manager 2011	NA	NA	343		NA
Football Manager 2012	NA	NA	416	Sports Interactive	NA
Football Manager 2015	78	NA	383	Sports Interactive	NA
Football Manager 2019	86.6	NA	171	Sports Interactive	02-Nov-2018
Football Manager 2019 Touch	82	NA	23	Sports Interactive	02-Nov-2018
Football Manager 2020	89.1	NA	252	Sports Interactive	19-Nov-2019
Football Manager 2020 Touch	87.3	NA	No time registered yet	Sports Interactive	19-Nov-2019
Football Manager 2021	93.4	NA	118	Sports Interactive	24-Nov-2020
Football Manager 2021 Touch	88.9	NA	78	Sports Interactive	01-Dec-2020
Football Manager 2022	92.5	NA	49	Sports Interactive	09-Nov-2021
Football Manager Touch 2017	79.1	NA	78	Sports Interactive	NA
Football Manager Touch 2018	69.6	NA	18	Sports Interactive	09-Nov-2017
Football Russian 20!8	83.1	NA	0	Laush Dmitriy Sergeevich	13-Feb-2018
Forbidden Planet	49.2	NA	0	Faton	11-Jan-2016
Foregone	82.2	NA	7	Big Blue Bubble	01-Mar-2021
Forged Battalion	58.7	NA	8	Petroglyph	14-Aug-2018
For Honor - Public Test	NA	NA	NA		NA
FortressV2	61.9	NA	NA	RETIAD	31-Dec-2020
Forts	91.6	NA	8	EarthWork Games	19-Apr-2017
Fragile Allegiance	95.4	NA	No time registered yet	Gremlin Interactive, Interplay Entertainment	30-Jun-2015
Fred3ric	65.6	NA	1	Forever Entertainment S. A.	21-Sep-2020
Freedom Force	55.3	NA	17	Irrational Games	29-May-2009
Freedom Force vs. the 3rd Reich	84.6	NA	11	Irrational Games	29-May-2009
FreeFlight	25	NA	NA	aptk	02-Apr-2018
Freud Gate	78.2	NA	0	Sailors Moon Studios	04-Dec-2019
Friday the 13th: Killer Puzzle	93.9	NA	5	Blue Wizard Digital	12-Apr-2018
From the darkness	90.8	NA	1	N4bA	30-Mar-2021
Future Proof	88.6	NA	1	Silhouette Valley Games	17-May-2018
Gabriel Knight 2: The Beast Within	91.2	NA	14	Sierra On-Line	29-Aug-2016
Gabriel Knight 3: Blood of the Sacred, Blood of the Damned	55.1	NA	13	Sierra On-Line	29-Aug-2016
Gabriel Knight: Sins of the Fathers	88.1	NA	11	Sierra On-Line	29-Aug-2016
GAIN	27.7	NA	No time registered yet	Worldgame entertainement	14-Jun-2016
Galactic Civilizations I: Ultimate Edition	46.9	NA	11	Stardock Entertainment	14-Aug-2012
Galactic Civilizations II: Ultimate Edition	76.5	NA	20	Stardock Entertainment	02-Dec-2011
Galcon Fusion	76.7	NA	1	Hassey Enterprises, Inc.	NA
Game of Thrones - A Telltale Games Series	75.8	NA	12	Telltale Games	02-Dec-2014
Gare Sapphire Mechs	66	NA	No time registered yet	Prexen Studios	01-Apr-2015
Garfield Kart	88.3	NA	2	Artefacts Studio	16-Oct-2015
Garfield Kart - Furious Racing	88.2	NA	2	Artefacts Studio	06-Nov-2019
Gay World	82.9	NA	No time registered yet	Nikita \Ghost_RUS\	18-Jan-2018
Geometry Wars 3: Dimensions Evolved	89.7	NA	8	Lucid Games, Aspyr (Linux)	25-Nov-2014
German Fortress 3D	35.8	NA	No time registered yet	Nikita \Ghost_RUS\	15-Jul-2017
GET EVEN	76.3	NA	7	The Farm 51	20-Jun-2017
Getting Over It with Bennett Foddy	82.9	NA	6	Bennett Foddy	06-Dec-2017
Ghost Pirates of Vooju Island	55.3	NA	6	Autumn Moon	27-Jan-2015
Global Ops: Commando Libya	40.7	NA	4	Spectral Games	26-Oct-2011
Gloom	83	NA	6	Hunchback Studio	13-Apr-2017
Gloom	36	NA	6	Sky Ship Studios	31-Oct-2018
Glowfish	87.1	NA	6	MumboJumbo	30-Sep-2011
GOAT OF DUTY	86.6	NA	2	34BigThings srl	10-Jul-2019
GODS Remastered	80.9	NA	4	Robot Riot UG (haftungsbeschränkt)	03-Dec-2018
Goetia	77.7	NA	7	Sushee	14-Apr-2016
Golazo! Soccer League	80.4	NA	1	Purple Tree S R L	02-Nov-2020
Good Boy!	58.3	NA	NA	FastGame	02-May-2018
Goose Goose Duck	NA	NA	No time registered yet		03-Oct-2021
Gothic 1 Classic	92.3	NA	No time registered yet	Piranha Bytes	15-Mar-2001
Gothic 3	82.3	NA	45	Piranha Bytes	02-Dec-2009
Gothic 3 Forsaken Gods Enhanced Edition	51	NA	16	Trine Studios, G3 Community Patch Team, Mad Vulture Games	22-Mar-2011
Gothic II: Gold Classic	93.1	NA	35	Piranha Bytes	13-Jan-2010
Gothic Playable Teaser	72.1	NA	2	THQ Nordic Barcelona	NA
Grandpa and the Zombies	100	NA	NA	The Web Production	22-Nov-2017
Grand Theft Auto: San Andreas	91.7	NA	30	Rockstar Games	04-Jan-2008
Grand Theft Auto: Vice City	92.5	NA	18	Rockstar Games	04-Jan-2008
Grand Theft Auto III	86.4	NA	15	Rockstar Games	04-Jan-2008
Grand Theft Auto IV: The Complete Edition	78.8	NA	34	Rockstar North, Rockstar Toronto	24-Mar-2020
GRAV	48.3	NA	11	BitMonster, Inc.	08-Jan-2015
Grav Blazer	50.9	NA	No time registered yet	Ripknot Systems	17-Jul-2017
Grav Blazer Squared	38.3	NA	No time registered yet	Ripknot Systems	08-Sep-2017
Grey Skies: A War of the Worlds Story	36.5	NA	0	Steel Arts Software	05-Nov-2020
GRID	81	NA	21	Codemasters Studios	NA
GT Power Expansion	89.7	NA	NA	SimBin	21-Apr-2011
Guardians of Middle-earth	23.2	NA	1	Zombie Studios	29-Aug-2013
Guilty Gear X2 #Reload	88	NA	1	Arc System Works	05-Sep-2014
GUILTY GEAR Xrd -SIGN-	91	NA	6	Arc System Works	09-Dec-2015
GUNDAM EVOLUTION	NA	NA	45		NA
Gunmetal Arcadia Zero	73.9	NA	2	Minor Key Games	15-Nov-2016
Gunspell: Steam Edition	53.3	NA	25	Ino-Co Plus	07-Nov-2014
GUNS UP!	72	NA	15	Valkyrie Entertainment, LLC	05-Feb-2018
H1Z1: Test Server	52.6	NA	NA	Daybreak Game Company	24-Feb-2016
Hacker Evolution Duality	34.1	NA	4	exosyphen studios	15-Aug-2011
Hacker Evolution Source Code	76	NA	No time registered yet	exosyphen studios	11-May-2015
Half-Life 2: Deathmatch	90.4	NA	3	Valve	01-Nov-2004
Half-Life 2: Episode One	95.7	NA	4	Valve	01-Jun-2006
Half-Life 2: Episode Two	97	NA	5	Valve	10-Oct-2007
Half-Life 2: Lost Coast	88.6	NA	No time registered yet	Valve	27-Oct-2005
Half-Life: Blue Shift	91.6	NA	3	Gearbox Software	01-Jun-2001
Half-Life: Opposing Force	95.1	NA	5	Gearbox Software	01-Nov-1999
Half-Life: Source	71.4	NA	11	Valve	01-Jun-2004
Half-Life Deathmatch: Source	74.2	NA	3	Valve	01-May-2006
Halo: Spartan Assault	79.2	NA	4	Vanguard Games, 343 Industries	04-Apr-2014
Halo: Spartan Strike	80.9	NA	5	343 Industries, Vanguard Games	16-Apr-2015
Hanse - The Hanseatic League	25.9	NA	No time registered yet	Linked Dimensions	30-Apr-2018
Hard Reset	82.2	NA	6	Flying Wild Hog	12-Jul-2012
Hate Free Heroes RPG 3.0	88.9	NA	No time registered yet	HFH Crew	07-Jul-2017
Haunted House: Cryptic Graves	8	NA	No time registered yet	Dreampainters Software	25-Nov-2014
Heavy Rain	82.8	NA	10	Quantic Dream	18-Jun-2020
Hector: Ep 1	74.4	NA	2	Telltale	NA
Hector: Ep 2	79.4	NA	3	Telltale	NA
Hector: Ep 3	91.3	NA	3	Telltale	27-Apr-2011
Hellblade: Senua's Sacrifice VR Edition	87.3	NA	8	Ninja Theory	31-Jul-2018
Hellblusser	94.4	NA	1	Sokpop Collective	10-Aug-2021
HELLDIVERS™	91.4	NA	12	Arrowhead Game Studios	07-Dec-2015
Hentai Girl Fantasy	NA	NA	0	GirlGames	28-Oct-2019
Hentai Girl Hime	92.7	NA	1	GirlGames	06-Nov-2018
Hentai Girl Karen	96.5	NA	0	GirlGames	12-Apr-2019
Hentai Girl Linda	94.3	NA	0	GirlGames	07-Dec-2018
Hentai Neighbors	88.7	NA	No time registered yet	Mature Games	17-Oct-2018
Heroes Arena	36.4	NA	No time registered yet	Victor Corradi	27-Jul-2018
Heroes of Might & Magic III - HD Edition	78.1	NA	58	Dotemu	28-Jan-2015
Hexus	73	NA	0	iMaxGen	17-Sep-2014
Hidden & Dangerous 2: Courage Under Fire	95.3	NA	NA	Illusion Softworks	20-Dec-2017
Hidden & Dangerous: Action Pack	76.7	NA	No time registered yet	Illusion Softworks	20-Dec-2017
Hide and Shriek	83.3	NA	No time registered yet	Funcom	19-Oct-2017
Hills Of Glory 3D	48.1	NA	No time registered yet	AMA, Mando Productions	28-May-2015
Hitman 2: Silent Assassin	84.2	NA	14	Io-Interactive A\/S	15-Mar-2007
Hitman: Blood Money	94.3	NA	12	Io-Interactive A\/S	15-Mar-2007
Hitman: Sniper Challenge	85.9	NA	0	IO Interactive	NA
Hitman GO: Definitive Edition	85	NA	5	Square Enix Montréal	23-Feb-2016
HITMAN™ 2	91.3	NA	10	IO Interactive A\/S	13-Nov-2018
HITOTSU NO MORI	92.5	NA	No time registered yet	ミナプラス	09-Jan-2020
HOARD	80.9	NA	8	Big Sandwich Games, Stratecade LLC	04-Apr-2011
Hocus Pocus	86.3	NA	5	Moonlite Software	05-May-2014
Hogs of War	56.1	NA	12	Infogrames Entertainment SA, Gremlin Interactive	28-Jul-2015
Homefront	60.2	NA	4	Kaos Studios, Digital Extremes	14-Mar-2011
Hot Dish	45.2	NA	4	Zemnott	29-Jul-2008
Hotel Giant 2	44.1	NA	3	Enlight Software Limited, PerspectX	27-Jan-2010
Hotline Miami 2: Wrong Number	93.7	NA	9	Dennaton Games	10-Mar-2015
HOUND	40	NA	No time registered yet	Nick Shesterin	28-Mar-2017
House of Evil	35.7	NA	No time registered yet	Trokhin Viktor	20-Dec-2017
Houston, we have a problem	47.5	NA	1	Mirzasalikhov Rinat	NA
Human Resource Machine	93.9	NA	4	Tomorrow Corporation	15-Oct-2015
Hungry Flame	68.5	NA	2	EGAMER	08-Mar-2017
Hunter of Antiques	41.7	NA	No time registered yet	Tomáš Sabol	30-Nov-2017
Hunting Unlimited 2010	82.5	NA	1	SCS Software	07-Jul-2009
Huntsman - The Orphanage Halloween Edition	28.8	NA	NA	ShadowShifters	13-Sep-2013
Hydrophobia: Prophecy	59.9	NA	4	Dark Energy Digital Ltd.	09-May-2011
Hyperdrive Massacre	55.3	NA	No time registered yet	34BigThings srl	12-Oct-2015
Hyper Knights	88.5	NA	4	Endless Loop Studios	19-May-2017
Ice Age™: Continental Drift: Arctic Games	NA	NA	1		NA
idleBeer	30.2	NA	2	Victor Corradi	31-Aug-2017
IGT Slots Paradise Garden	64.9	NA	No time registered yet	Fugazo	17-Sep-2014
IL-2 Sturmovik: 1946	88.8	NA	No time registered yet	1C: Maddox Games	13-Jun-2008
Immortal Darkness: Curse of The Pale King	85.1	NA	No time registered yet	Giant Space Monster	17-Oct-2018
Imperial Glory	76.9	NA	11	Pyro Studios	11-Apr-2014
Indivisible	72.5	NA	19	Lab Zero Games	08-Oct-2019
Inertia	84.9	NA	0	Loneminded	01-Dec-2017
Infected: The Twin Vaccine - Collector's Edition	78.1	NA	3	Gogii Games	NA
Initia: Elemental Arena	29	NA	No time registered yet	Gentle Ghouls	29-Apr-2016
inMomentum	72.9	NA	3	Digital Arrow	31-Oct-2011
Insanely Twisted Shadow Planet	87.6	NA	5	Shadow Planet Productions	17-Apr-2012
Inscryption	97.1	NA	12	Daniel Mullins Games	19-Oct-2021
Into The War	21.6	NA	No time registered yet	Small Town Studios	02-Dec-2015
Intrusion 2	87.4	NA	4	Aleksey Abramenko	11-Sep-2012
Iron Grip: Warlord	85.7	NA	4	ISOTX	05-Dec-2008
Jack Keane 2 - The Fire Within	44.4	NA	8	Deck 13	28-Jun-2013
Jagged Alliance 2 - Wildfire	77	NA	27	I-deal Games	16-Nov-2012
Jagged Alliance Gold	78.5	NA	11	Sir-Tech, Madlab Software	23-Apr-2014
Jet Set Radio	87.9	NA	7	Blit Software	19-Sep-2012
Joana's Life	25.9	NA	1	Old Shack Studio	01-Sep-2016
Judge Dredd 95	50	NA	No time registered yet	Probe Software	22-May-2018
Jumanji: The Video Game	48.5	NA	1	Funsolve LTD	08-Nov-2019
Jurassic Park: The Game	67.3	NA	7	Telltale Games	NA
Just Cause	66.8	NA	8	Avalanche Studios	15-Mar-2007
Just Cause 2	90.9	NA	18	Avalanche Studios	23-Mar-2010
Just Ski	87.4	NA	0	Jeff Weber	07-Feb-2018
Kane & Lynch 2: Dog Days	63.5	NA	4	IO Interactive	17-Aug-2010
Kanjozoku Game レーサー	85.7	NA	No time registered yet	SG DEV	16-Jul-2022
Kentucky Route Zero	80.9	NA	9	Cardboard Computer	22-Feb-2013
Killing Floor Mod: Defence Alliance 2	35.2	NA	NA	Defence Alliance Team	11-Dec-2009
KILLRUN	69.1	NA	1	BULKHEAD	25-Aug-2022
Kimmy	86.4	NA	2	Star Maid Games	18-Apr-2017
King's Quest	89.6	NA	19	The Odd Gentlemen	28-Jul-2015
King's Quest Collection	85.1	NA	16	Sierra	23-Jul-2009
Kingdom Builders	59	NA	NA	ebb &amp; flow games	24-Jun-2021
Kingdom Elemental	51.9	NA	No time registered yet	Scott Thunelius, Chronic Logic, Tony Porter	02-May-2014
KnightShift	66.6	NA	25	Reality Pump	27-Sep-2013
Knockout City™	85.2	NA	37	Velan Studios	21-May-2021
Kohan: Ahriman's Gift	88	NA	No time registered yet	TimeGate Studios	24-Aug-2011
Kohan: Immortal Sovereigns	82.6	NA	16	TimeGate Studios	24-Aug-2011
Kohan II: Kings of War	93.2	NA	15	TimeGate Studios	24-Aug-2011
KOLOBOK	44.9	NA	No time registered yet	azimuth team	11-Dec-2017
Kona	83	NA	5	Parabole	17-Mar-2017
Kraven Manor	74.6	NA	1	Demon Wagon Studios	26-Sep-2014
Kulebra and the Souls of Limbo - Prologue	NA	NA	NA		17-Aug-2021
Kung Fu Panda Showdown of Legendary Legends	63.3	NA	1	Vicious Cycle Software	06-Jan-2016
Kung Fu Strike: The Warrior's Rise	78.5	NA	4	Qooc Software	24-Jul-2012
Kyle is Famous	92.1	NA	1	John Szymanski	18-Nov-2019
L.A. Noire	85.2	NA	22	Team Bondi, Rockstar Leeds	08-Nov-2011
Landlord Girls	71.9	NA	No time registered yet	Twilight Sonata Studio	13-Jul-2020
Lara Croft and the Guardian of Light	91.5	NA	6	Crystal Dynamics	28-Sep-2010
Lara Croft and the Temple of Osiris	66.6	NA	5	Crystal Dynamics	08-Dec-2014
Laser League: World Arena	79.9	NA	3	Roll7, CE-Asia, 505 Games	10-May-2018
Lead and Gold - Gangs of the Wild West	72	NA	0	Fatshark	08-Apr-2010
Learn Japanese To Survive - Hiragana Battle	91.7	NA	10	Sleepy Duck	16-Feb-2016
Left 4 Dead	96.3	NA	7	Valve	17-Nov-2008
Legacy of Dorn: Herald of Oblivion	86.7	NA	2	Tin Man Games	02-Dec-2015
Legacy of Kain: Defiance	85.7	NA	12	Crystal Dynamics	06-Dec-2012
Legacy of Kain: Soul Reaver	73.8	NA	12	Crystal Dynamics	08-Sep-1999
Legacy of Kain: Soul Reaver 2	67	NA	10	Crystal Dynamics	06-Dec-2012
Legendary	54.3	NA	5	Spark Unlimited	01-Dec-2008
Legend of Grimrock	93.9	NA	16	Almost Human Games	11-Apr-2012
Legends of Pegasus	NA	NA	No time registered yet	Novacore Studios	10-Aug-2012
LEGO® Star Wars™: The Complete Saga	96.7	NA	13	Traveller's Tales	12-Nov-2009
LEGO® The Hobbit™	80.5	NA	9	Traveller's Tales, Feral Interactive (Mac)	10-Apr-2014
LEGO® The Lord of the Rings™	90.2	NA	10	Traveller's Tales	27-Nov-2012
Leisure Suit Larry - Magna Cum Laude Uncut and Uncensored	75.9	NA	9	Assemble Entertainment, High Voltage Software	18-Dec-2017
Leisure Suit Larry - Wet Dreams Don't Dry	85.8	NA	9	CrazyBunch	07-Nov-2018
Leisure Suit Larry 1 - In the Land of the Lounge Lizards	76	NA	3	Assemble Entertainment, Sierra Entertainment, N-Fusion Interactive	18-Dec-2017
Leisure Suit Larry 2 - Looking For Love (In Several Wrong Places)	69.7	NA	4	Assemble Entertainment, Sierra Entertainment	18-Dec-2017
Leisure Suit Larry 3 - Passionate Patti in Pursuit of the Pulsating Pectorals	75.6	NA	4	Assemble Entertainment, Sierra Entertainment	18-Dec-2017
Leisure Suit Larry 5 - Passionate Patti Does a Little Undercover Work	65.8	NA	4	Assemble Entertainment, Sierra Entertainment	18-Dec-2017
Leisure Suit Larry 6 - Shape Up Or Slip Out	78.7	NA	6	Assemble Entertainment, Sierra Entertainment	18-Dec-2017
Leisure Suit Larry 7 - Love for Sail	85.4	NA	6	Assemble Entertainment, Sierra Entertainment	22-Dec-2017
Les Quatre Alices	100	NA	0		28-Aug-2017
Let's Sing 2016	52.6	NA	No time registered yet	Voxler Games	21-Jan-2016
Let's Sing 2019	35.1	NA	0	Voxler	15-Jul-2019
Level 22	88.2	NA	3	Noego	NA
Lightwire	100	NA	NA	nP Studios	24-Aug-2017
Lines Infinite	91.3	NA	3	Konstructors	24-Nov-2017
LINX BATTLE ARENA	70.6	NA	No time registered yet	Blueshift Media	29-Jan-2018
Liquidator	48.3	NA	NA	Ruaz.404	NA
Litil Divil	46.3	NA	12	Gremlin Interactive	19-Mar-2014
Little Farm	67.5	NA	10	MumboJumbo	10-Jun-2008
Little Inferno	94.6	NA	3	Tomorrow Corporation	19-Nov-2012
Living Legends: The Frozen Fear Collection	86.9	NA	7	4Friends Games	13-Oct-2015
London 2012: The Official Video Game of the Olympic Games	NA	NA	NA	SEGA Studios Australia	28-Jun-2012
Lone Survivor: The Director's Cut	85.8	NA	4	Jasper Byrne	23-Apr-2012
Loop Hero	93.4	NA	29	Four Quarters	04-Mar-2021
Lost Chronicles of Zerzura	87	NA	9	Cranberry Production	10-Jul-2014
Lost in Random™	89.9	NA	13	Zoink, Thunderful	10-Sep-2021
Lost Legends: The Weeping Woman Collector's Edition	80	NA	2	Gunnar Games	21-Oct-2015
Lost Planet 2	67.5	NA	10	CAPCOM CO., LTD.	NA
Lost Planet: Extreme Condition	80.8	NA	8	CAPCOM Co., Ltd.	26-Jun-2007
Lost Planet: Extreme Condition - Colonies Edition	63.9	NA	NA	CAPCOM CO., LTD.	11-Feb-2010
Love Letter	84.9	NA	2	Nomad Games	24-Oct-2018
Lucky Night: Texas Hold'em VR	79.7	NA	No time registered yet	ATC Games	26-Jul-2017
Lume	45.5	NA	1	State of Play	09-May-2011
Lust for Darkness	69.2	NA	3	Movie Games Lunarium	12-Jun-2018
Luxor 2 HD	82.2	NA	4	MumboJumbo	13-May-2013
Luxor 3	89	NA	7	MumboJumbo	10-Jun-2008
LUXOR: 5th Passage	65.3	NA	6	MumboJumbo	25-Jan-2011
Luxor Amun Rising HD	75.9	NA	5	MumboJumbo	03-Sep-2012
Luxor Evolved	92.6	NA	4	MumboJumbo	01-Mar-2012
Luxor HD	90.4	NA	14	MumboJumbo	11-May-2015
Luxor Mahjong	72.8	NA	NA	MumboJumbo	13-Jul-2009
Luxury Hotel Emporium	13	NA	2	United Independent Entertainment	07-Aug-2015
MadOut2 BigCityOnline	76.3	NA	NA	MadOut Games	21-Feb-2017
Maelstrom	62.4	NA	No time registered yet	KDV Games	13-Feb-2009
Mafia	87.3	NA	16	Illusion Softworks	28-Aug-2002
Mafia: Definitive Edition	86.8	NA	11	Hangar 13	24-Sep-2020
Mafia II: Definitive Edition	69.6	NA	11	Hangar 13, D3T	19-May-2020
Magicka: Wizard Wars	85.1	NA	24	Paradox North	NA
Mahjongg Investigations: Under Suspicion	75	NA	8	Zemnott	29-Jul-2008
Mahjong Riichi Multiplayer	87.1	NA	NA	Schickmair Games	17-May-2018
Main Assembly	87.9	NA	0	Bad Yolk Games	26-Jan-2021
Majesty 2	69.5	NA	10	1C:InoCo	17-Sep-2009
Majesty: Gold Edition	94	NA	21	Cyberlore	04-Sep-2009
Majesty Gold HD	NA	NA	21	Cyberlore	04-Sep-2009
Major Stryker	76.3	NA	0	3D Realms (Apogee Software)	05-May-2014
Make Sail	55.4	NA	No time registered yet	Popcannibal	30-Mar-2018
Mana Crusher	83.3	NA	No time registered yet	Little Worlds Studio	NA
Maniac Mansion	85.5	NA	3	Lucasfilm Games	18-Dec-2017
Manual Samuel - Anniversary Edition	82.8	NA	2	Perfectly Paranormal	14-Oct-2016
Marco Polo	55.6	NA	No time registered yet	Infogrames	08-Feb-2018
Marine Sharpshooter II: Jungle Warfare	31	NA	4	Jarhead Games	03-Apr-2014
Marvel's Avengers	66.6	NA	12	Crystal Dynamics, Eidos-Montréal, Nixxes	04-Sep-2020
Marvel: Ultimate Alliance	62.7	NA	13	Zoë Mode	26-Jul-2016
Mass Effect (2007)	93.7	NA	17	BioWare	19-Dec-2008
Mass Effect 2 (2010)	94.1	NA	24	BioWare	28-Jan-2010
Mass Effect™: Andromeda Deluxe Edition	77.1	NA	18	BioWare	11-Jun-2020
Master Levels for DOOM II	74.8	NA	6	id Software	03-Aug-2007
Master of Orion	75.7	NA	13	NGD Studios	25-Aug-2016
Master of Orion 1	91.1	NA	11	SimTex	25-Feb-2016
Master of Orion 2	96.4	NA	9	SimTex	25-Feb-2016
Master of Orion 3	51.1	NA	30	Quicksilver Software	25-Aug-2016
Mata Hari	58.8	NA	7	4Head Studios	29-Jul-2009
Math Rescue	78.9	NA	3	Redwood Games	05-May-2014
Max Payne 2: The Fall of Max Payne	94.6	NA	6	Remedy Entertainment	04-Jan-2008
Max Payne 3	85.5	NA	10	Rockstar Studios	31-May-2012
Medieval Real Estate	10.3	NA	0	EcoGames	08-Jan-2018
MEMETYPER	79.2	NA	No time registered yet	Yury Chadaev	27-Sep-2017
Mensa Academy	NA	NA	0		NA
METAL GEAR RISING: REVENGEANCE	95.9	NA	7	PlatinumGames	09-Jan-2014
Metrico+	73.1	NA	3	Digital Dreams	23-Aug-2016
Metro 2033	92.9	NA	10	4A Games	16-Mar-2010
Midnight Mysteries 3: Devil on the Mississippi	75.9	NA	3	MumboJumbo	28-Mar-2012
Midnight Mysteries 4: Haunted Houdini	87.2	NA	4	MumboJumbo	28-Mar-2012
Midnight Mysteries: Salem Witch Trials	65	NA	3	MumboJumbo	28-Mar-2012
Midnight Mysteries: The Edgar Allan Poe Conspiracy	69	NA	NA	MumboJumbo	28-Sep-2009
Midnight Mysteries: Witches of Abraham - Collector's Edition	80.9	NA	2	Hot Lava	24-Nov-2014
Might & Magic: Clash of Heroes	85.1	NA	25	Capybara Games	21-Sep-2011
Mike Dies	100	NA	0	Psydra Games LLC	23-Feb-2018
Military Life: Tank Simulator	30.2	NA	2	United Independent Entertainment	01-Jun-2016
Milky Way Prince – The Vampire Star	82	NA	2	Eyeguys, Lorenzo Redaelli	13-Aug-2020
MineSweep	64.7	NA	1	RewindApp	13-Jul-2018
MiniGolf Maker	82.2	NA	NA	Road Turtle Games	25-Feb-2022
MiniGolf Mania	65.7	NA	No time registered yet	Road Turtle Games	25-Mar-2016
Mini Motor Racing X	86.7	NA	8	The Binary Mill	23-Jun-2020
Mining & Tunneling Simulator	21.2	NA	7	United Independent Entertainment GmbH	05-Mar-2014
Mini Ninjas	89.2	NA	8	IO Interactive	14-Sep-2009
Mirror	96.9	NA	6	KAGAMI WORKS	19-Apr-2018
Mirror's Edge™ Catalyst	83.5	NA	8	DICE	04-Jun-2020
Mirror Maker	71.6	NA	No time registered yet	KAGAMI WORKs	17-Jan-2019
MISSING: An Interactive Thriller - Episode One	84.3	NA	1	Zandel Media	25-May-2015
Mission Control: NanoMech	25	NA	No time registered yet	WisdomTools	17-Dec-2014
Mission Runway	61.9	NA	No time registered yet	Virtual Playground	17-Jul-2009
MLB® Front Office Manager	NA	NA	No time registered yet	Sunflowers	NA
Mokoko	93.4	NA	No time registered yet	NAISU	17-Feb-2020
MOMO.EXE	85.8	NA	0	Dymchick1	29-Aug-2018
Monster Bash	84.9	NA	6	Apogee Software	05-May-2014
Monster Energy Supercross - The Official Videogame	82	NA	9	Milestone S.r.l.	13-Feb-2018
Monster Hunter Rise: Sunbreak Demo	NA	NA	NA		14-Jun-2022
Montaro	95.4	NA	1	JCKSLAP	25-Jul-2016
Monuments of Mars	59.4	NA	3	3D Realms (Apogee Software)	05-May-2014
Morphblade	91.6	NA	2	Suspicious Developments	03-Mar-2017
Mortal Kombat Kollection	49	NA	5	NetherRealm Studios, High Voltage	NA
MotoGP™13	77.2	NA	15	Milestone S.r.l.	20-Jun-2013
